uniprot_A,uniprot_B,Entry_name_A,Entry_name_B,Gene_A,Gene_B,org_A,org_B,interaction_type,V1,V2
Q20MH8,Q14318,q20mh8_i33a0,fkbp8_human,M2,FKBP8,i33a0,human,association;,1,0
P03366,O15372,pol_hv1b1,eif3h_human,gag-pol,EIF3H,hv1b1,human,association;,4,0
P06931,P49023,ve6_bpv1,paxi_human,E6,PXN,bpv1,human,physical association;direct interaction;,4,0
C5E526,Q99615,c5e526_9infa,dnjc7_human,PB1,DNAJC7,A/New York/1682/2009(H1N1),human,association;,4,0
P03428,P38159,pb2_i34a1,rbmx_human,PB2,RBMX,i34a1,human,association;,1,0
P06792,O43759,ve5_hpv18,sng1_human,E5,SYNGR1,hpv18,human,association;,1,1
I6TAH8,Q9Y399,i6tah8_i68a0,rt02_human,NP,MRPS2,i68a0,human,association;,2,0
Q98138,Q15155,q98138_hhv8,nomo1_human,ORF27,NOMO1,hhv8,human,association;,1,0
P06792,P27824,ve5_hpv18,calx_human,E5,CANX,hpv18,human,association;,1,0
Q9QNP8,Q12959,q9qnp8_hpv18,dlg1_human,E6,DLG1,hpv18,human,physical association;,1,0
Q86U86,P04608,pb1_human,tat_hv1h2,PBRM1,tat,human,hv1h2,physical association;,1,0
P29882,Q7Z6G3,cep1_ebvb9,neca2_human,cep1_ebvb9,NECAB2,ebvb9,human,physical association;,1,0
P06927,O95470,ve5_hpv16,sgpl1_human,E5,SGPL1,hpv16,human,association;,1,1
P0DTC5,Q9Y6E2,vme1_sars2,bzw2_human,vme1_sars2,BZW2,SARS-CoV-2,human,association;,1,0
P03177,P40429,kith_ebvb9,rl13a_human,TK,RPL13A,ebvb9,human,association;,1,0
Q5EP28,Q9NYK5,q5ep28_9infa,rm39_human,NP,MRPL39,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
Q77M19,Q5VYK3,q77m19_measw,ecm29_human,P,ECPAS,measw,human,association;,2,0
P06792,Q9Y394,ve5_hpv18,dhrs7_human,E5,DHRS7,hpv18,human,association;,1,0
D0UZU1,P0C0S5,d0uzu1_hhv8,h2az_human,ORF73,H2AZ1,hhv8,human,association;,1,0
I6T1Z2,Q5H9R7,i6t1z2_i68a0,pp6r3_human,NS1,PPP6R3,i68a0,human,association;,1,0
P04608,Q9UK99,tat_hv1h2,fbx3_human,tat,FBXO3,hv1h2,human,association;physical association;,3,0
P88990,Q9GZR7,p88990_mhv68,ddx24_human,BQLF1,DDX24,mhv68,human,physical association;,1,0
Q77M19,P62753,q77m19_measw,rs6_human,P,RPS6,measw,human,association;,1,0
Q8AZK7,P35268,ebna5_ebvb9,rl22_human,EBNA-LP,RPL22,ebvb9,human,association;,1,0
O40939,Q9H2K8,O40939,taok3_human,O40939,TAOK3,hhv8,human,association;,1,0
P0DOE9,Q13505,ns1_hrsva,mtx1_human,1C,MTX1,hrsva,human,association;,1,0
P0CK58,P09619,balf1_ebvb9,pgfrb_human,balf1_ebvb9,PDGFRB,ebvb9,human,association;,1,0
P03428,Q96QD9,pb2_i34a1,uif_human,PB2,FYTTD1,i34a1,human,association;,1,0
I6T1Z2,Q3KQU3,i6t1z2_i68a0,ma7d1_human,NS1,MAP7D1,i68a0,human,association;,4,0
Q194T2,O94885,q194t2_9infa,sash1_human,NS1,SASH1,influenza a virus (a/wsn/1933(h1n1)),human,association;,2,0
P06461,O60353,P06461,fzd6_human,P06461,FZD6,hpv6b,human,association;,1,0
P06792,Q96N66,ve5_hpv18,mboa7_human,E5,MBOAT7,hpv18,human,association;,1,1
I6T1Z2,Q9UBB4,i6t1z2_i68a0,atx10_human,NS1,ATXN10,i68a0,human,association;,2,0
H9XIJ5,Q2TAA8,h9xij5_i75a3,txip1_human,PB2,TSNAXIP1,i75a3,human,physical association;,1,1
Q8AZJ3,P60468,bnl2b_ebvb9,sc61b_human,bnl2b_ebvb9,SEC61B,ebvb9,human,association;,1,0
Q77M19,Q9NVI1,q77m19_measw,fanci_human,P,FANCI,measw,human,association;,2,0
Q6VGS8,O14558,q6vgs8_ade05,hspb6_human,E4,HSPB6,ade05,human,association;,1,0
P03431,Q15773,rdrp_i34a1,mlf2_human,PB1,MLF2,i34a1,human,association;,2,0
P0DTD1,Q92552,p0dtd1-pro_0000449626,rt27_human,rep,MRPS27,SARS-CoV-2,human,association;,1,0
P0DTC5,O15027,vme1_sars2,sc16a_human,vme1_sars2,SEC16A,SARS-CoV-2,human,association;,1,0
P06460,Q8TC12,P06460,rdh11_human,P06460,RDH11,hpv6b,human,association;,1,1
P03225,Q8IV08,bdlf2_ebvb9,pld3_human,bdlf2_ebvb9,PLD3,ebvb9,human,association;,1,0
P36313,Q71U36,icp34_hhv11,tba1a_human,ICP34.5,TUBA1A,hhv11,human,association;,1,0
P03363,Q6P597,pol_htlv2,klc3_human,pol_htlv2,KLC3,htlv-2,human,physical association;,2,2
F5HFG5,Q9P000,f5hfg5_hhv8,comd9_human,ORF4,COMMD9,hhv8,human,association;,1,0
Q88489,P55268,Q88489,lamb2_human,Q88489,LAMB2,tick-borne encephalitis virus,human,physical association;,1,0
Q8AZJ3,Q9NZV1,bnl2b_ebvb9,crim1_human,bnl2b_ebvb9,CRIM1,ebvb9,human,association;,1,0
Q77M19,Q8N2K0,q77m19_measw,abd12_human,P,ABHD12,measw,human,association;,1,0
C5E526,P04049,c5e526_9infa,raf1_human,PB1,RAF1,A/New York/1682/2009(H1N1),human,association;,1,0
P0CK56,P27824,ul92_ebvb9,calx_human,ul92_ebvb9,CANX,ebvb9,human,association;,1,0
P68466,Q9H4A3,k7_vaccw,wnk1_human,k7_vaccw,WNK1,vaccw,human,association;,1,0
Q98143,Q96RF0,q98143_hhv8,snx18_human,ORF21,SNX18,hhv8,human,association;,1,1
P03428,Q6NZY4,pb2_i34a1,zchc8_human,PB2,ZCCHC8,i34a1,human,association;,3,0
P06460,P27824,P06460,calx_human,P06460,CANX,hpv6b,human,association;,1,0
P03495,P57053,ns1_i72a2,h2bfs_human,NS,H2BS1,i72a2,human,association;,1,0
C5E524,Q6PKG0,c5e524_9infa,larp1_human,NS1,LARP1,A/New York/1682/2009(H1N1),human,association;,1,0
Q997F2,Q02539,v_nipav,h11_human,P/V/C,H1-1,nipav,human,association;,1,0
C5E527,Q8IWC1,c5e527_9infa,ma7d3_human,PB2,MAP7D3,A/New York/1682/2009(H1N1),human,association;,1,0
P03209,Q9Y6N5,rta_ebvb9,sqor_human,rta_ebvb9,SQOR,ebvb9,human,association;,1,0
P03496,O14979,ns1_i34a1,hnrdl_human,NS,HNRNPDL,i34a1,human,association;,1,0
P03496,O14578,ns1_i34a1,ctro_human,NS,CIT,i34a1,human,association;,1,0
P03182,Q9P0V3,ear_ebvb9,sh3b4_human,ear_ebvb9,SH3BP4,ebvb9,human,association;,1,0
P03366,Q9Y266,pol_hv1b1,nudc_human,gag-pol,NUDC,hv1b1,human,association;,2,0
Q1K9H5,Q8WVX9,q1k9h5_i33a0,facr1_human,PB1,FAR1,i33a0,human,association;,3,0
P0C739,O15400,bnl2a_ebvb9,stx7_human,bnl2a_ebvb9,STX7,ebvb9,human,association;,1,0
P0DOE9,Q9P2R7,ns1_hrsva,sucb1_human,1C,SUCLA2,hrsva,human,association;,1,0
P06921,P22314,ve2_hpv05,uba1_human,E2,UBA1,hpv05,human,physical association;,1,1
Q1K9H2,Q9Y2Q9,q1k9h2_i33a0,rt28_human,NP,MRPS28,i33a0,human,association;,3,0
Q9DUG7,P16070,Q9DUG7,cd44_human,Q9DUG7,CD44,jcpyv,human,association;,1,0
Q2MG95,P42677,q2mg95_ebvb9,rs27_human,BVLF1,RPS27,ebvb9,human,association;,1,0
A0A142I5B9,Q8WVX9,A0A142I5B9,facr1_human,A0A142I5B9,FAR1,ZIKVK,human,association;,1,0
P08962,P04578,cd63_human,p04578-pro_0000038428,CD63,env,human,hv1h2,physical association;,2,0
A5Z256,O14818,a5z256_9infa,psa7_human,PA,PSMA7,h5n1),human,physical association;,1,0
Q1K9E3,Q16656,rdrp_i72a2,nrf1_human,PB1,NRF1,i72a2,human,physical association;,1,0
P33991,Q9Q2G4,mcm4_human,q9q2g4_9hiv1,MCM4,ORF,human,9hiv1,physical association;,1,0
P03225,Q9C0F1,bdlf2_ebvb9,cep44_human,bdlf2_ebvb9,CEP44,ebvb9,human,physical association;,1,0
C5E527,O15027,c5e527_9infa,sc16a_human,PB2,SEC16A,A/New York/1682/2009(H1N1),human,association;,4,0
P06461,Q9BSJ8,P06461,esyt1_human,P06461,ESYT1,hpv6b,human,association;,1,0
Q77UU1,Q96QE5,q77uu1_9papi,tefm_human,E2,TEFM,human papillomavirus type 6,human,physical association;,1,0
O75347,P0DTC1,tbca_human,p0dtc1-pro_0000449645,TBCA,p0dtc1-pro_0000449645,human,SARS-CoV-2,physical association;,1,0
D1LN35,P62269,d1ln35_9infa,rs18_human,NS1,RPS18,h5n1-china,human,association;,1,0
P27958,P61604,P27958,ch10_human,P27958,HSPE1,hcvh,human,association;,1,0
Q3SBS4,P49589,q3sbs4_9infa,sycc_human,NS,CARS1,h9n2),human,physical association;,1,0
P41218,P06725,mnda_human,pp65_hcmva,MNDA,UL83,human,hcmva,physical association;,1,0
C5E519,Q9NXS2,c5e519_9infa,qpctl_human,M2,QPCTL,A/New York/1682/2009(H1N1),human,association;,1,0
B4URF7,Q9BV38,b4urf7_i33a0,wdr18_human,PB2,WDR18,i33a0,human,association;,2,0
Q1K9H5,Q9UKA4,q1k9h5_i33a0,aka11_human,PB1,AKAP11,i33a0,human,association;,1,0
P04608,O15355,tat_hv1h2,ppm1g_human,tat,PPM1G,hv1h2,human,association;physical association;,3,1
P0DTD1,Q99081,p0dtd1-pro_0000449629,htf4_human,rep,TCF12,SARS-CoV-2,human,association;,1,0
Q05322,P12004,vp24_ebozm,pcna_human,VP24,PCNA,ebozm,human,association;,2,1
Q1K9H2,P09661,q1k9h2_i33a0,ru2a_human,NP,SNRPA1,i33a0,human,association;,2,0
P0DTD1,O75964,p0dtd1-pro_0000449624,atp5l_human,rep,ATP5MG,SARS-CoV-2,human,association;,1,0
P0C1C7,P31946,w_nipav,1433b_human,P/V/C,YWHAB,nipav,human,association;,1,0
P06460,Q86UL3,P06460,gpat4_human,P06460,GPAT4,hpv6b,human,association;,1,0
Q77M19,P61803,q77m19_measw,dad1_human,P,DAD1,measw,human,association;,1,0
Q2PRM9,P49458,Q2PRM9,srp09_human,Q2PRM9,SRP9,povbk,human,association;,1,0
P03407,P06241,nef_hv1a2,fyn_human,nef,FYN,hv1a2,human,physical association;,3,0
A0A663DJA2,P48643,a0a663dja2_sars2,tcpe_human,ORF10,CCT5,SARS-CoV-2,human,association;,1,0
P03496,P06454,ns1_i34a1,ptma_human,NS,PTMA,i34a1,human,association;,1,0
P04487,P23527,rnb_hhv11,h2b1o_human,US11,H2BC17,hhv11,human,association;,1,0
Q9WPI5,P11940,q9wpi5_9infa,pabp1_human,NS1,PABPC1,influenza a virus (a/texas/36/1991(h1n1)),human,association;,1,0
P27958,Q9NPY3,P27958,c1qr1_human,P27958,CD93,hcvh,human,physical association;,1,0
P06788,Q96JM7,ve7_hpv18,lmbl3_human,E7,L3MBTL3,hpv18,human,physical association;,1,1
A0A142I5B9,P62899,A0A142I5B9,rl31_human,A0A142I5B9,RPL31,ZIKVK,human,association;,1,0
P30119,O00483,btrf1_ebvb9,ndua4_human,btrf1_ebvb9,NDUFA4,ebvb9,human,association;,1,0
P38936,P03129,cdn1a_human,ve7_hpv16,CDKN1A,E7,human,hpv16,physical association;direct interaction;,2,4
Q9Q2G4,P32121,q9q2g4_9hiv1,arrb2_human,ORF,ARRB2,9hiv1,human,association;physical association;,3,0
P0C765,Q02539,v_ndvb1,h11_human,V,H1-1,ndv,human,association;,1,0
P06461,P48060,P06461,glip1_human,P06461,GLIPR1,hpv6b,human,association;,1,0
P03496,P15880,ns1_i34a1,rs2_human,NS,RPS2,i34a1,human,association;,1,0
P15059,Q9UMR2,spi2_vaccw,dd19b_human,SPI-2,DDX19B,vaccw,human,association;,1,0
P0DTD1,O00567,p0dtd1-pro_0000449622,nop56_human,rep,NOP56,SARS-CoV-2,human,association;,1,0
Q2PJP1,Q9UBW7,q2pjp1_9infa,zmym2_human,NS2,ZMYM2,h5n1)-1,human,physical association;,1,0
Q5EP28,Q02539,q5ep28_9infa,h11_human,NP,H1-1,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
P03211,Q96SB4,ebna1_ebvb9,srpk1_human,EBNA1,SRPK1,ebvb9,human,association;,1,0
P0DTC5,P60900,vme1_sars2,psa6_human,vme1_sars2,PSMA6,SARS-CoV-2,human,association;,1,0
Q98140,P19387,q98140_hhv8,rpb3_human,ORF24,POLR2C,hhv8,human,association;,1,0
P04578,P27797,env_hv1h2,calr_human,env,CALR,hv1h2,human,association;,5,0
A0A142I5B9,Q9NVU7,A0A142I5B9,sda1_human,A0A142I5B9,SDAD1,ZIKVK,human,association;,1,0
Q8AZK7,P34932,ebna5_ebvb9,hsp74_human,EBNA-LP,HSPA4,ebvb9,human,association;,1,0
P17473,P35268,icp4_ehv1k,rl22_human,IE,RPL22,ehv1k,human,physical association;,2,0
C5E522,O60684,c5e522_9infa,ima7_human,NP,KPNA6,A/New York/1682/2009(H1N1),human,association;,4,0
Q9HCU4,Q9WMX2,celr2_human,Q9WMX2,CELSR2,Q9WMX2,human,hcvco,physical association;,1,2
P21698,P78371,nss_rvfvz,tcpb_human,NSS,CCT2,rvfv,human,association;,1,0
P06428,Q9H270,ve6_hpv08,vps11_human,E6,VPS11,hpv08,human,association;,1,1
Q77M19,P51572,q77m19_measw,bap31_human,P,BCAP31,measw,human,association;,1,0
P15059,Q71DI3,spi2_vaccw,h32_human,SPI-2,H3C15,vaccw,human,association;,1,0
P0DTD1,P62195,p0dtd1-pro_0000449621,prs8_human,rep,PSMC5,SARS-CoV-2,human,association;,1,0
P06792,Q5VV42,ve5_hpv18,cdkal_human,E5,CDKAL1,hpv18,human,association;,1,0
Q20MH4,Q5SXM2,q20mh4_i33a0,snpc4_human,NS2,SNAPC4,i33a0,human,physical association;,1,0
P03427,H3BS86,pb2_i33a0,h3bs86_human,PB2,STUB1,i33a0,human,association;,1,0
P03427,Q6ZWL3,pb2_i33a0,cp4v2_human,PB2,CYP4V2,i33a0,human,association;,1,0
P12520,Q7L5N1,vpr_hv1n5,csn6_human,vpr,COPS6,hv1n5,human,association;,1,0
P03428,Q86VM9,pb2_i34a1,zch18_human,PB2,ZC3H18,i34a1,human,association;,1,0
P0DTD1,P67936,p0dtd1-pro_0000449628,tpm4_human,rep,TPM4,SARS-CoV-2,human,association;,1,0
Q9IW12,Q14116,Q9IW12,il18_human,Q9IW12,IL18,ectromelia virus,human,direct interaction;,2,0
Q9HC24,Q9WMX2,lfg4_human,Q9WMX2,TMBIM4,Q9WMX2,human,hcvco,physical association;,1,0
P06792,Q9UP95,ve5_hpv18,s12a4_human,E5,SLC12A4,hpv18,human,association;,1,0
P03496,Q5VTE0,ns1_i34a1,ef1a3_human,NS,EEF1A1P5,i34a1,human,association;,3,0
Q6QDQ4,P11940,q6qdq4_prrsv,pabp1_human,N,PABPC1,prrsv,human,association;,1,0
Q77M19,P31153,q77m19_measw,metk2_human,P,MAT2A,measw,human,association;,1,0
Q5EP28,Q9Y2Q9,q5ep28_9infa,rt28_human,NP,MRPS28,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
A0A663DJA2,Q16891,a0a663dja2_sars2,mic60_human,ORF10,IMMT,SARS-CoV-2,human,association;,1,0
P03107,O00754,vl2_hpv16,ma2b1_human,L2,MAN2B1,hpv16,human,direct interaction;physical association;,2,1
O36551,Q8N1B4,o36551_hhv8,vps52_human,K8.1,VPS52,hhv8,human,association;,1,1
P0DTD3,Q9H845,y14_sars2,acad9_human,y14_sars2,ACAD9,SARS-CoV-2,human,association;,1,0
Q8JPQ9,O76031,nss_bunl8,clpx_human,N,CLPX,bunl8,human,association;,1,0
Q76RH4,Q8N3Y7,q76rh4_hhv8,rdhe2_human,ORF36,SDR16C5,hhv8,human,association;,1,0
P69901,Q9P2E9,P69901,rrbp1_human,P69901,RRBP1,hpv11,human,association;,1,0
P06429,Q8IVS8,ve7_hpv33,glctk_human,E7,GLYCTK,hpv33,human,physical association;,1,0
P06821,Q6NUQ1,m2_i34a1,rint1_human,M,RINT1,i34a1,human,association;,1,0
P03496,Q9Y6X2,ns1_i34a1,pias3_human,NS,PIAS3,i34a1,human,physical association;,1,0
E5LBS6,P52948,e5lbs6_hhv8,nup98_human,ORF10,NUP98,hhv8,human,association;,1,0
P03427,Q9H5N1,pb2_i33a0,rabe2_human,PB2,RABEP2,i33a0,human,association;,1,0
P14340,P68104,P14340,ef1a1_human,P14340,EEF1A1,den2n,human,association;,1,0
P11021,A3EXG6,bip_human,a3exg6-pro_0000291369,HSPA5,S,human,BtCoV-2,physical association;,1,0
Q20MH8,P51617,q20mh8_i33a0,irak1_human,M2,IRAK1,i33a0,human,association;,2,0
B4URF7,Q6NZY4,b4urf7_i33a0,zchc8_human,PB2,ZCCHC8,i33a0,human,association;,3,0
Q77M19,Q01650,q77m19_measw,lat1_human,P,SLC7A5,measw,human,association;,1,0
P03428,P0C7W6,pb2_i34a1,cc172_human,PB2,CCDC172,i34a1,human,physical association;,1,0
O41951,Q15366,o41951_mhv68,pcbp2_human,34,PCBP2,mhv68,human,physical association;,1,0
P26554,Q12959,ve6_hpv51,dlg1_human,E6,DLG1,Human papillomavirus type 51,human,physical association;,1,0
P06464,P28300,ve7_hpv6b,lyox_human,E7,LOX,hpv6b,human,association;,1,1
O36551,P78347,o36551_hhv8,gtf2i_human,K8.1,GTF2I,hhv8,human,association;,1,0
Q16513,O92972,pkn2_human,O92972,PKN2,O92972,human,hcvj4,physical association;colocalization;phosphorylation reaction;,4,0
P05923,Q10589,vpu_hv1br,bst2_human,vpu,BST2,hv1br,human,physical association;colocalization;,2,0
P20916,Q4JR05,mag_human,gb_vzvo,MAG,gB,human,vzvo,association;,1,0
P03431,Q92621,rdrp_i34a1,nu205_human,PB1,NUP205,i34a1,human,association;,1,0
P06927,P46778,ve5_hpv16,rl21_human,E5,RPL21,hpv16,human,association;,1,1
O96017,P06725,chk2_human,pp65_hcmva,CHEK2,UL83,human,hcmva,physical association;association;,2,0
O56264,Q7L7L0,ns1_i97a1,h2a3_human,NS,H2AW,i97a1,human,association;,1,0
Q20MH8,Q9UPN7,q20mh8_i33a0,pp6r1_human,M2,PPP6R1,i33a0,human,association;,1,0
Q3SBS4,Q9NX74,q3sbs4_9infa,dus2l_human,NS,DUS2,h9n2),human,physical association;,1,0
P27958,Q06830,P27958,prdx1_human,P27958,PRDX1,hcvh,human,association;,1,0
P05161,P03502,isg15_human,ns1_inble,ISG15,NS,human,inble,direct interaction;physical association;,4,0
Q2MG95,Q9Y2I1,q2mg95_ebvb9,nisch_human,BVLF1,NISCH,ebvb9,human,association;,1,0
Q6QDQ4,P26599,q6qdq4_prrsv,ptbp1_human,N,PTBP1,prrsv,human,association;,1,0
P06927,P04114,ve5_hpv16,apob_human,E5,APOB,hpv16,human,association;,1,0
Q05322,P51532,vp24_ebozm,smca4_human,VP24,SMARCA4,ebozm,human,association;,1,0
Q8JPQ9,O15523,nss_bunl8,ddx3y_human,N,DDX3Y,bunl8,human,association;,1,0
P05919,P20020,vpu_hv1h2,at2b1_human,vpu,ATP2B1,hv1h2,human,association;,2,0
Q77M19,Q9NNW5,q77m19_measw,wdr6_human,P,WDR6,measw,human,association;,1,0
P06790,Q9UHY1,ve2_hpv18,nrbp_human,E2,NRBP1,hpv18,human,physical association;,1,0
P06921,P22736,ve2_hpv05,nr4a1_human,E2,NR4A1,hpv05,human,physical association;,1,1
Q77M19,P85037,q77m19_measw,foxk1_human,P,FOXK1,measw,human,association;,2,0
P06429,O43741,ve7_hpv33,aakb2_human,E7,PRKAB2,hpv33,human,physical association;,1,0
P06821,Q5HYK3,m2_i34a1,coq5_human,M,COQ5,i34a1,human,association;,1,0
O92551,P78352,ns1_i56a3,dlg4_human,NS,DLG4,strain a/equine/prague/1/1956 h7n7,human,physical association;,1,0
Q1K9H2,Q13084,q1k9h2_i33a0,rm28_human,NP,MRPL28,i33a0,human,association;,2,0
P0DTD1,P05023,p0dtd1-pro_0000449625,at1a1_human,rep,ATP1A1,SARS-CoV-2,human,association;,7,0
Q8AZK7,Q9UDY4,ebna5_ebvb9,dnjb4_human,EBNA-LP,DNAJB4,ebvb9,human,association;,1,0
Q93009,P03211,ubp7_human,ebna1_ebvb9,USP7,EBNA1,human,ebvb9,physical association;,1,0
B4URF7,Q9BVQ7,b4urf7_i33a0,spa5l_human,PB2,SPATA5L1,i33a0,human,association;,1,0
Q99IB8,P05141,Q99IB8,adt2_human,Q99IB8,SLC25A5,hcvjf,human,association;,1,0
C5E524,Q9NPA8,c5e524_9infa,eny2_human,NS1,ENY2,A/New York/1682/2009(H1N1),human,association;,1,0
P03496,Q92900,ns1_i34a1,rent1_human,NS,UPF1,i34a1,human,association;,2,0
P0DTC5,Q9UBU6,vme1_sars2,fa8a1_human,vme1_sars2,FAM8A1,SARS-CoV-2,human,association;,1,0
Q5EP28,Q9BYD2,q5ep28_9infa,rm09_human,NP,MRPL9,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
P03182,P78357,ear_ebvb9,cntp1_human,ear_ebvb9,CNTNAP1,ebvb9,human,association;,1,0
Q76353,O75155,Q76353,cand2_human,Q76353,CAND2,9hiv1,human,association;,2,0
P06792,O96005,ve5_hpv18,clpt1_human,E5,CLPTM1,hpv18,human,association;,1,0
P03246,Q16611,e1bs_ade05,bak_human,e1bs_ade05,BAK1,ade05,human,association;,1,0
P03246,Q13308,e1bs_ade05,ptk7_human,e1bs_ade05,PTK7,ade05,human,association;,1,1
P0CK56,P49368,ul92_ebvb9,tcpg_human,ul92_ebvb9,CCT3,ebvb9,human,association;,1,0
P0DTC4,P25440,vemp_sars2,brd2_human,E,BRD2,SARS-CoV-2,human,association;,1,0
Q6VGS8,Q9Y6N5,q6vgs8_ade05,sqor_human,E4,SQOR,ade05,human,association;,1,0
P04020,P10914,ve7_hpv11,irf1_human,E7,IRF1,hpv11,human,physical association;,1,0
P0C739,Q96BR5,bnl2a_ebvb9,coa7_human,bnl2a_ebvb9,COA7,ebvb9,human,association;,1,0
C5E526,P28288,c5e526_9infa,abcd3_human,PB1,ABCD3,A/New York/1682/2009(H1N1),human,association;,1,0
O41958,Q15172,o41958_mhv68,2a5a_human,42,PPP2R5A,mhv68,human,physical association;,1,0
Q9UHD4,P27958,cideb_human,P27958,CIDEB,P27958,human,hcvh,physical association;,1,0
P03427,P82930,pb2_i33a0,rt34_human,PB2,MRPS34,i33a0,human,association;,1,0
P03120,O43791,ve2_hpv16,spop_human,E2,SPOP,hpv16,human,physical association;,1,1
P06461,Q9Y6C9,P06461,mtch2_human,P06461,MTCH2,hpv6b,human,association;,1,1
I6TAH8,Q9NVP1,i6tah8_i68a0,ddx18_human,NP,DDX18,i68a0,human,association;,1,0
Q1K9H2,Q96I59,q1k9h2_i33a0,synm_human,NP,NARS2,i33a0,human,association;,4,0
P06461,Q9NQC3,P06461,rtn4_human,P06461,RTN4,hpv6b,human,association;,1,1
Q05322,F8VVM2,vp24_ebozm,f8vvm2_human,VP24,SLC25A3,ebozm,human,association;,1,1
O15155,P08563,bet1_human,p08563-pro_0000041302,BET1,p110,human,rubvm,physical association;,1,0
Q5EP28,Q2NL82,q5ep28_9infa,tsr1_human,NP,TSR1,influenza a virus (a/viet nam/1203/2004(h5n1)),human,association;,1,0
Q76353,Q9H583,Q76353,heat1_human,Q76353,HEATR1,9hiv1,human,association;physical association;,3,0
P33993,P06463,mcm7_human,ve6_hpv18,MCM7,E6,human,hpv18,physical association;,1,0
P04487,Q99877,rnb_hhv11,h2b1n_human,US11,H2BC15,hhv11,human,association;,1,0
Q77M19,P68104,q77m19_measw,ef1a1_human,P,EEF1A1,measw,human,association;,2,0
P02795,P36780,mt2_human,ve2_hpv09,MT2A,E2,human,Human papillomavirus type 9,physical association;,1,0
P45984,P03496,mk09_human,ns1_i34a1,MAPK9,NS,human,i34a1,physical association;,1,0
P35520,P06821,cbs_human,m2_i34a1,CBS,M,human,i34a1,physical association;,1,1
Q0A2H1,Q49A26,nep_i59a0,glyr1_human,NS,GLYR1,strain a/chicken/scotland/1959 h5n1,human,physical association;,1,0
O43889,Q9WMX2,creb3_human,Q9WMX2,CREB3,Q9WMX2,human,hcvco,physical association;,1,2
Q8JPQ9,O00571,nss_bunl8,ddx3x_human,N,DDX3X,bunl8,human,association;,1,0
P88987,P55268,p88987_mhv68,lamb2_human,BNLF1,LAMB2,mhv68,human,physical association;,1,0
P10225,Q08380,shut_hhv11,lg3bp_human,UL41,LGALS3BP,hhv11,human,association;,1,0
P06422,P06733,ve2_hpv08,enoa_human,E2,ENO1,hpv08,human,physical association;,1,0
P04487,Q8N257,rnb_hhv11,h2b3b_human,US11,H2BU1,hhv11,human,association;,1,0
Q2MG96,O15027,q2mg96_ebvb9,sc16a_human,BGLF3.5,SEC16A,ebvb9,human,association;,1,0
P04020,Q05516,ve7_hpv11,zbt16_human,E7,ZBTB16,hpv11,human,physical association;,1,1
P0CK56,Q9Y5V3,ul92_ebvb9,magd1_human,ul92_ebvb9,MAGED1,ebvb9,human,association;,1,0
Q92793,P0DOJ6,cbp_human,P0DOJ6,CREBBP,P0DOJ6,human,MPyV,physical association;,1,0
Q86500,Q8TAD8,Q86500,snip1_human,Q86500,SNIP1,rubvm,human,physical association;,1,0
C5E527,P50897,c5e527_9infa,ppt1_human,PB2,PPT1,A/New York/1682/2009(H1N1),human,association;,1,0
P03129,P09132,ve7_hpv16,srp19_human,E7,SRP19,hpv16,human,physical association;,1,2
P69901,Q5T9L3,P69901,wls_human,P69901,WLS,hpv11,human,association;,1,0
Q9BUZ4,Q9E7P0,traf4_human,Q9E7P0,TRAF4,Q9E7P0,human,dengue virus 2,physical association;,2,1
P0CK56,P42892,ul92_ebvb9,ece1_human,ul92_ebvb9,ECE1,ebvb9,human,association;,1,0
P06428,Q68CZ2,ve6_hpv08,tens3_human,E6,TNS3,hpv08,human,association;,1,1
Q77M19,Q96HS1,q77m19_measw,pgam5_human,P,PGAM5,measw,human,association;,1,0
Q90VU7,Q8WUM4,q90vu7_9hiv1,pdc6i_human,nef,PDCD6IP,9hiv1,human,physical association;direct interaction;,4,0
E7ELX2,P16401,E7ELX2,h15_human,E7ELX2,H1-5,recombinant hepatitis c virus j6/jfh1(ed43-ns5a),human,association;,1,0
P03485,O14641,m1_i34a1,dvl2_human,M,DVL2,i34a1,human,physical association;,1,0
P03466,Q92522,ncap_i34a1,h1x_human,NP,H1-10,i34a1,human,association;,4,0
P27958,P62857,P27958,rs28_human,P27958,RPS28,hcvh,human,association;,1,0
Q9BRP8,P06935,pym1_human,P06935,PYM1,P06935,human,wnv,physical association;,1,0
P17301,P04512,ita2_human,nsp4_rots1,ITGA2,NS28,human,rots1,physical association;,3,0
Q9WMX2,P09651,Q9WMX2,roa1_human,Q9WMX2,HNRNPA1,hcvco,human,association;,1,0
Q9WMX2,P02751,Q9WMX2,finc_human,Q9WMX2,FN1,hcvco,human,physical association;,1,0
I6T1Z2,Q5C9Z4,i6t1z2_i68a0,nom1_human,NS1,NOM1,i68a0,human,association;,2,0
Q2MG95,P25445,q2mg95_ebvb9,tnr6_human,BVLF1,FAS,ebvb9,human,association;,1,0
P36791,P50616,ve2_hpv32,tob1_human,E2,TOB1,hpv32,human,physical association;,1,1
P29882,Q9BV19,cep1_ebvb9,ca050_human,cep1_ebvb9,C1orf50,ebvb9,human,physical association;,1,0
